Student ID    Earned Credits
54253249           101
29194981           75
11739921           70
25598084           74
27953715           100
80819114           25
59123272           75
86270408           44
72746607           95
69516121           65
91141928           93
22073151           79
69719967           32
42502739           31
45404713           53
24806390           102
39579467           39
52234090           78
19744025           32
62706754           74
92573227           23
42268850           78
43696291           25
59147121           86
66466976           74
75411885           67
66430081           85
24805696           97
98267604           98
96550517           31
68177749           49
19801679           72
11091495           26
48423462           82
31671785           40
20303564           60
12084055           31
72756105           34
20785922           80
92072562           87
14753930           84
65521341           51
75449947           96
39542523           31
30975757           47
63708210           97
87673179           59
81469549           52
13705817           25
73649747           88
42561754           24
68181258           77
46701805           92
91499295           37
48743808           90
91630750           94
30192231           76
26461532           85
48878360           48
50196410           83
59176944           30
74757765           43
44801334           35
63506023           92
99499989           49
93419190           59
60218124           58
28977201           47
98430127           58
24078840           53
21653350           74
11024536           38
15243352           27
30986216           30
95347777           96
38760155           27
17891908           43
16284948           64
98365942           31
18355987           53
39665775           43
69390732           35
51191165           44
61038052           31
78514959           53
88920376           64
81786107           34
24474922           41
27338796           57
90754933           34
19983859           61
55289716           71
41533153           76
18286207           85
74616478           97
36743330           66
42014128           77
85964134           45
24653047           38
37760148           38
21467153           26
54807897           62
55592280           96
49781556           62
14117320           95
47996027           72
96409988           62
18216549           78
77202860           75
57820691           39
83300460           93
41323383           43
34859124           40
28198867           25
21492321           95
71184217           55
53102426           47
47984782           44
96569691           77
41835399           52
83674370           47
52399393           86
30990383           98
67990074           29
86521377           75
42957437           86
91421472           85
41413739           86
54036192           94
36496099           38
78953414           74
71286665           87
91636478           90
57019540           70
35200483           66
62116164           91
69060523           50
24217862           25
37074613           90
77579290           30
95476641           35
66084399           76
67434136           73
74292955           39
88277639           68
81459752           27
30247950           40
74434789           40
60601831           29
42708264           54
98576671           39
72015424           68
94068964           53
75981515           49
31512040           53
11816588           35
32021114           90
24896798           76
85387204           47
83064359           72
11442574           64
41000362           32
88159727           42
75448775           99
99520867           56
46786511           75
48170619           44
34920314           52
55311490           42
66315728           33
84651913           41
60006225           23
90748411           85
37027548           50
36035906           68
25770979           97
76983828           24
34168807           34
11937386           56
45484528           81
91395293           45
74914126           85
13277624           63
42886446           96
87412109           80
31514169           74
33601300           81
10914920           48
51982056           97
89192853           90
51945638           46
50581742           102
19338748           88
98835921           79
90906720           56
44281939           48
79141011           94
86180320           42
91572226           26
92656503           37
88842728           76
12719695           31
26706911           96
57639812           90
71372407           93
55991255           69
52535010           85
78248856           36
49021832           90
69342822           23
60963137           30
57145858           25
60036512           35
15113471           70
22565858           88
13013551           41
21258683           61
13255034           27
92084877           42
98807442           72
82056463           31
52021585           65
84400327           46
93972522           90
61246885           47
42578474           91
32050353           33
93481330           83
89203864           84
84010889           37
79674836           35
75134379           94
48874017           84
45529586           82
95869311           30
98891231           94
84866645           75
73326720           96
38641809           53
93174460           74
53601756           94
10099448           58
87244348           78
33078453           36
33695955           58
61335662           100
72622610           44
76875927           35
20978367           72
68155633           96
94188157           39
86852072           98
29712653           43
56428792           69
48839614           73
20235222           25
34247206           85
55752527           93
91992914           43
65987319           49
25835148           74
86824521           76
82122469           56
76573998           60
95652465           71
59769683           98
96047892           94
89409941           53
78930352           60
71925605           49
41768605           76
91450665           29
56887303           35
20189683           66
57768819           51
71029367           47
70576755           69
50305718           66
95024373           64
52993767           57
47460301           97
77546885           61
12532138           62
11843042           59
99892778           49
44157390           57
55169375           93
26618273           74
81997426           30
18687234           68
44764377           44
87986035           62
38122442           38
56006986           46
93500396           53
18980374           91
71499173           96
25758004           28
17077456           96
95282793           98
82649309           29
45231037           50
19404672           30
58577922           66
97723554           86
43856453           49
29787187           41
91588599           29
21928288           82
31452085           32
29445338           45
25455002           59
77755100           96
30616020           68
16170474           97
64735702           55
40517105           46
42620714           26
23839324           47
85519532           54
46473408           56
10940692           30
29116472           85
16060696           88
55126510           36
81630674           97
59330297           23
29852562           64
62526275           29
55257074           68
70506396           23
11365936           51
13010991           56
81629624           73
18642166           100
59958443           58
30670195           86
12329735           59
59724156           91
37065063           70
69167588           73
79904852           63
90929892           37
49919314           87
78412281           42
11897367           63
37290523           42
67566729           40
76364766           24
19850165           69
20196034           73
33108982           87
51456729           38
33697444           49
10931374           80
81501680           45
10786819           48
55477025           92
32236329           57
22641217           72
95998073           52
43355020           36
66159226           87
38767501           40
79417579           39
93735515           40
43495880           83
91950318           26
99068775           31
82838467           76
14230055           24
36029627           50
84349896           52
44932399           31
28231943           67
83123927           32
51717342           45
32642541           75
13999706           42
69804675           74
10596843           38
87847567           82
24273574           69
39428594           65
35843373           53
74065649           82
78431299           64
24152753           72
28850953           85
66269468           46
89501443           68
47215815           26
71366061           50
42853441           92
89263891           31
38611710           83
94757984           66
34078092           70
34417336           72
58672025           55
38743912           92
16492587           47
12441740           82
46848325           51
10174134           37
96935101           72
90839268           23
15824755           68
14467813           25
31809789           72
58004435           67
38334195           50
58491948           63
50433691           27
92777678           71
64515938           73
16337174           74
61662948           40
24747909           54
81579383           68
75857485           51
33517752           48
94308758           69
68930080           78
60785340           77
35014962           55
55310292           50
65030746           69
83202268           51
44536842           57
47850778           90
85319193           38
29273995           60
57172386           40
17970378           85
94089818           64
15248385           31
26020892           84
58857882           47
96156106           93
44582852           52
82646097           98
73337616           59
29864108           70
57810625           34
89980324           74
58250698           63
70766627           39
88679014           75
62732290           55
56787369           29
55375271           29
67391707           71
98774894           64
93418125           76
45002278           52
57348237           51
26703092           30
13232484           57
17742446           51
13440124           30
92288706           67
18896006           27
47687458           86
48523707           98
68241585           23
90858761           72
76351752           48
20457857           70
73383794           93
87262317           62
84215056           27
38798984           71
56698006           62
31726452           64
96285174           29
31018295           86
17559736           98
98573997           89
96981133           72
33168516           88
16386552           84
92783009           97
17051284           83
65949382           45
22639628           68
51753546           33
98546909           25
42055552           43
23857866           78
39484621           84
48019590           64
26352373           25
58315308           94
84983080           50
17912044           43
88598514           84
99673650           50
78225512           83
72027663           39
93243019           33
54159228           27
55110849           81
52483558           97
28958468           77
45392802           65
61978927           55
31021886           81
12235066           101
12587174           51
23717705           75
31041185           87
17141203           55
37676913           53
68886063           64
13913098           63
83690958           68
58453071           35
29879647           40
84401618           85
80683174           87
87738227           100
47661114           92
20024735           27
86508752           41
69643594           100
73893856           68
11321065           58
90595229           33
59640875           65
66490022           78
29152528           42
32592734           33
82882548           80
22391182           75
15816744           62
90654259           98
75224860           29
90765434           84
51225082           85
46698622           96
43896322           38
99085885           85
17080486           55
70176287           72
35505976           50
16490300           81
25174123           32
51315763           41
84174676           40
74195657           84
28876553           50
49306100           76
11320112           96
61820058           79
68105991           69
43494905           26
33378149           79
51971495           67
67523331           51
25984658           44
71983419           90
30721433           98
77701268           80
78979562           49
33047690           31
93361326           56
38313316           80
41875829           68
98810053           91
80237897           55
21981864           50
45320567           48
25113916           62
26576136           78
93618257           65
56026616           83
86213225           61
99945488           56
95127832           88
78914124           52
36987924           27
81849364           86
49251571           78
19511688           59
89266969           77
26192353           47
25023929           49
12454113           49
45520636           86
90061587           49
52917405           47
67486545           49
74623996           95
21462504           98
25591178           31
74605281           47
52592550           62
66344859           22
46584639           76
35650901           29
28290733           67
24706842           25
37817562           29
86471217           31
44748554           67
16425972           35
63884077           26
26269666           32
82050686           59
39537460           97
70331245           81
27666696           54
27737996           26
73052706           48
16028804           26
77450912           41
67492883           23
63088196           90
44780832           80
98665030           39
53177112           66
34807597           77
33945834           81
24554918           39
63966173           71
77111240           47
99646104           50
37249797           24
65749523           26
19187557           84
28443650           62
14688797           63
64107723           98
17583640           59
25132907           27
58498766           24
37323657           65
60259429           63
69917366           31
22613017           51
69141054           74
55608491           89
66359695           44
18202401           70
15676526           88
23132032           26
75139743           56
70684494           21
13455794           78
44504285           41
47653481           55
93127660           69
29094768           70
27621595           24
83426454           60
39946253           85
42089704           35
51251102           38
61282215           25
56407503           59
38255432           85
67433121           40
67778305           79
84201937           81
94085671           35
25580388           27
24094490           55
91416112           39
24709236           65
14560835           67
25248659           88
96786662           86
41499837           91
63305566           56
59052687           84
85428973           94
26105465           57
69967668           100
41228948           76
52138164           38
83969343           62
29865919           78
68280473           83
80835609           41
73867757           81
22008516           34
61076153           22
99346750           94
20452793           40
65762043           70
80825828           53
93825578           38
29099103           45
55242493           84
94667397           81
75869387           52
34340715           67
24532709           51
33172530           37
50136604           61
58414888           54
25782988           73
12578700           41
90442668           79
10621573           74
50884648           86
26498265           56
62463408           33
64949905           32
25835642           26
51559698           91
62521025           59
37067518           44
55190873           80
15902913           61
47957422           59
87177657           54
64537789           48
56722882           41
52400630           46
85567285           36
68565380           32
12719370           25
78410869           36
92953711           39
45263889           58
96202711           37
41168448           86
14882187           84
64056380           70
59725023           39
57533351           45
73723111           26
58098329           60
60452848           71
78306562           30
88377103           72
51758569           82
68928541           97
80504240           50
59884384           50
77797063           25
46741918           39
37580331           95
66059934           66
50660759           83
70339945           54
66722449           50
52587402           36
59632533           28
42676377           71
70229647           26
54265212           86
43812724           83
91986295           67
68076303           84
59509633           99
10572834           89
55266781           80
72052598           95
69618514           93
28117470           79
82679069           58
70982481           45
67219843           32
93127934           86
68262230           60
63659091           95
23336044           70
57274294           99
68181684           68
29924124           97
83852684           63
12203599           89
37858100           36
15970248           77
84574215           57
63508391           55
18577243           69
33787215           73
15184574           49
29312311           42
69530422           73
54883744           62
11081847           100
27095672           64
98206931           51
79628116           23
16071088           43
97458054           24
16547170           76
66945221           89
56952921           77
72987818           93
66656702           90
82727314           77
68538900           42
96521043           83
83389644           47
56254111           75
66797419           72
78472870           61
84095984           32
38101413           65
74722331           74
64659256           55
85376923           67
39095018           89
65985763           97
75092761           43
39197486           94
46599950           67
61762263           24
49298510           56
26188316           39
25411303           67
43919109           47
64700511           40
44150639           39
20668999           90
66815573           67
70722347           89
58106878           30
32915748           42
61089894           91
10346895           62
20186173           79
38354343           98
71777197           83
37586763           53
88697579           96
38157343           35
18920816           27
90096992           41
26447556           67
83596156           77
99564777           70
88422025           55
92937457           35
77412149           37
70069750           97
62336925           100
76241319           48
38119142           90
22428768           42
21823440           57
71956014           40
72495744           27
13934852           47
50009105           42
25751993           46
37749952           96
69636642           97
59038671           55
28575802           47
56367164           88
75707737           88
20250543           53
27958965           30
21896002           72
94705050           92
79636469           29
28066418           59
88960458           68
60056828           30
63377249           35
82048915           73
38856915           73
70217855           61
62790454           66
63273865           60
35726747           43
43317105           95
85966617           58
53673263           26
77175204           47
21421757           64
51522738           60
92595062           45
96974592           96
74917166           92
56535253           70
54941905           37
60624745           37
21008795           86
78993183           42
86130019           44
93493044           61
35366050           88
61273027           58
25519034           60
17365891           57
15844100           92
87471161           33
23087476           47
65795230           98
44529798           32
48943852           30
98741623           48
64723927           35
91167886           78
42769932           81
38066659           44
80314634           54
24488637           54
91692780           61
96531069           71
19005143           35
55194104           25
37235382           84
57152106           52
69413806           99
57922391           28
10156389           84
86011242           30
78445598           88
22824058           59
21605209           34
70736193           93
71211682           25
40921466           39
44896518           56
94890799           91
17540530           38
64534490           77
44138283           40
55114997           78
73204913           100
67849353           82
23107117           70
72567630           84
93627112           48
39175520           86
80975409           59
55825017           28
96489731           40
67200135           37
69378168           98
35727375           73
34657411           25
47567115           45
25684806           41
63925371           57
74242610           33
67349231           70
43637893           57
15616918           57
16616325           74
24735856           43
29919130           47
66243563           44
54981536           99
48126246           84
48947347           41
48247857           69
12147843           46
59737412           77
85085751           84
34563559           69
96011710           74
58516872           25
63230470           67
56327021           55
27978879           39
46788786           56
87927794           26
60105553           71
16127252           77
14484228           43
79260385           54
48531959           89
32222601           64
39112791           41
44005672           90
13591098           65
85507163           45
60847901           66
28049902           69
88979077           97
88136207           57
45990829           89
36632915           37
18958784           71
99849626           80
39299583           61
64346158           56
69530553           48
83579347           47
79638530           86
51382122           38
88062243           74
23375876           100
59368207           35
68611454           76
41035436           30
98321242           87
13245116           81
96607312           23
18546710           51
36285671           69
75732682           50
64825739           24
11242875           25
65118210           61
55702097           64
46183270           60
28114454           29
27869406           85
86441654           44
78812159           66
35314081           69
50351561           37
58111124           96
30452442           47
22573660           73
24560108           89
28877005           73
30784855           65
67157901           76
99698886           95
93590984           100
14083017           95
73558709           70
83498794           37
21693197           66
33857348           63
23368499           62
28706996           90
14573277           64
55126141           78
91638368           72
12642036           53
58357738           44
49749775           36
77506055           98
60919755           74
18322843           23
51088234           60
38126136           68
58169103           70
81077800           43
21116671           35
12882789           45
88078762           85
30071909           28
28549559           92
69960171           29
29899648           65
75814270           25
96684584           94
67236211           73
22649187           38
50515662           70
89945816           94
24380477           88
99175068           80
86820040           93
81171514           41
70641250           50
78646287           77
88460729           67
80363319           49
91079743           94
82761712           75
88768255           26
68474730           55
63202872           23
67482340           67
87296613           100
46551540           32
35695911           79
56682242           39
46817805           89
47115902           89
48977082           90
76517457           64
65389446           55
65931841           60
43894476           56
49838355           66
92303939           40
47045503           82
18974149           91
77261017           39
82885288           33
24449534           32
64642253           96
93773423           29
99295629           94
56565445           28
85287174           72
86150929           87
86515624           86
46326591           32
47423072           63
87298867           37
35693862           43
90718587           59
90978028           60
68017904           39
92358349           25
84298472           53
44682299           47
90391904           81
96079675           27
87152796           66
58686161           34
41145676           55
67160551           98
28842044           52
61003855           83
13771075           64
51128152           70
56234814           61
75455780           73
10304322           90
66128972           63
77697140           37
21396753           38
91760344           50
59778876           31
43888923           93
34743060           22
35866797           54
29083837           46
25450637           22
19024476           98
49884547           57
21515861           35
54819468           73
17988573           73
47356088           55
23685486           89
78796842           99
44708140           96
27643726           80
85914764           78
21183377           85
15718395           27
29302788           27
43302888           66
12435161           60
31676352           70
83490792           86
49768719           71
98395706           69
99199993           30
59936819           28
79260538           31
54586364           31
66575904           84
62309222           51
97032169           94
10078984           73
33636982           29
45511333           93
88520331           37
43594299           44
67830746           46
43750445           73
78472918           50
36871809           36
41422938           39
76768595           90
45153411           54
34151133           82
60058931           83
44173391           63
93402800           43
24705881           97
81284039           88
27611582           39
80572323           36
99560616           86
13031548           27
91169184           59
66284974           60
42981631           63
33370370           64
52865649           87
21322485           62
32434078           100
60636147           32
16368513           67
79240290           95
11069883           73
41890623           22
38325563           32
29077166           25
26279932           53
25046760           46
70485281           48
48162248           84
41320875           99
51012696           62
79762121           82
37335399           59
16116647           94
28611590           90
42843816           58
93089878           66
57248160           91
58584756           24
71652380           43
77904406           63
38652891           26
71091191           97
32559354           78
51417353           50
37346056           25
93811193           31
61532868           78
97446048           39
53582291           31
89385831           59
76969795           77
80771128           69
93665370           84
65663918           95
82717496           97
52940078           30
94578220           87
10816713           93
94439145           64
28843802           42
39912052           32
47638599           60
33973188           45
87705809           71
30293783           41
94719356           37
35197497           78
93889456           53
88744072           45
75253213           82
56864461           41
80742081           63
26777522           88
94560838           63
10205390           29
54258688           57
59652479           47
28814293           85
86330229           89
74811831           93
35480494           91
53331385           65
30710854           47
66830509           62
39405836           60
65197693           61
71229324           45
31224578           78
92188908           93
79428384           58
40277913           43
23752910           77
73385143           84
71000937           83
90368503           71
96310710           56
24906776           98
45915985           62
67736277           63
20023072           60
19473996           61
12055995           51
85868908           93
10737713           83
59001488           65
60251393           24
87338547           59
14135270           52
91184040           95
91487339           57
67905158           83
38738577           78
46373817           86
41927730           34
12796128           89
94212254           26
28409353           54
86225966           88
29268305           46
96716442           98
47139977           67
99982692           95
49575149           31
18900308           86
25565464           56
24400512           32
72331354           66
38409143           73
90695805           92
70205229           73
42009323           33
46948079           58
95038326           31
38065719           74
34487035           95
35454484           38
87103888           35
81378994           70
10517057           31
35152184           78
33949391           66
38931352           97
45690391           67
40235387           85
83286942           26
13196225           84
74756387           47
81357921           32
56043330           92
62153941           97
29959031           85
72194637           44
39926748           47
59157190           40
46268559           95
81760631           78
53312577           26
32256157           32
40352834           91
11616778           83
64880571           55
52010771           53
75353557           69
28493029           38
36927827           29
77497890           27
73787528           28
89114381           78
44199734           65
74586862           86
14159291           33
99483545           79
83518967           98
25763970           34
64979918           61
84025636           90
51529275           52
30289174           77
18740149           24
60501961           56
36814057           83
86252900           35
40383157           23
93563612           94
73962310           35
79123831           93
86544335           86
51461699           91
51825925           84
56142223           98
46167246           95
90898179           88
93752175           37
25596388           35
86070366           82
86546314           43
29371909           35
86554394           50
57166991           36
23507052           72
41718443           72
70123240           41
42110108           61
47852046           93
20559632           63
87588720           67
21815103           93
94157393           91
76849539           71
14521326           40
22592656           94
12842803           28
56499561           40
61614780           51
35010805           72
25397149           58
56466203           33
65563405           101
59120258           86
25709405           85
44482126           71
76230667           37
36657708           100
25498880           91
49721014           58
23157802           43
34075687           74
56155002           92
76234488           39
51760481           80
40638672           65
57527903           96
28498323           98
65165721           46
84576524           92
11793782           66
49798603           90
49388062           30
44027828           81
59385435           96
56031424           68
11513230           74
35008975           44
73755154           85
48040870           58
25527114           69
85130922           65
99144728           73
47468928           78
10708300           64
28299832           33
31278056           40
88890175           98
85709815           59
60641912           94
39439519           35
42862397           92
62921700           61
62593450           53
30465324           71
26036765           36
66363704           75
87194617           36
53309385           57
72523115           26
66760591           66
60578969           57
74045384           49
72791659           67
63256376           99
69244235           84
78762356           31
80237348           54
89136726           84
12856893           39
17504878           59
58573022           79
24347638           87
12142483           33
84559969           70
40825384           69
90962888           96
84390740           28
57039274           76
29022623           86
88899649           29
15611664           75
23318844           59
96568161           75
54976984           58
98759206           68
51879134           62
22065744           90
38190142           78
28084237           30
31822044           91
71752153           39
28691196           83
34511086           80
77101121           68
68400317           29
49564859           67
62377808           73
70386612           39
42052089           56
11863666           95
76360038           34
97234622           47
24997114           96
13145742           86
80833217           33
40136165           30
66622342           98
99630040           76
60688850           99
28233944           59
50379086           30
17007878           50
79378617           36
10383692           27
87953326           89
52016785           94
41033065           88
73183957           28
57078783           74
28296601           94
17685354           32
85614785           53
43731381           36
21030481           43
65266423           37
70835234           93
49798676           24
88474284           78
18428321           90
53459025           51
30332493           84
57416248           50
76941357           83
16091933           33
50997368           28
51995777           70
76711890           28
46191819           74
24052223           36
79368250           83
37935241           31
47844451           94
61807933           89
62877423           87
98223716           31
97423241           48
10787406           88
62478764           81
43425880           90
70923075           71
56008951           90
98293961           66
42598649           38
55308273           36
26814884           31
29472760           85
42673648           52
33418484           85
36453858           57
97014154           48
12823676           41
14412510           27
39979632           42
66464519           67
11229791           66
35317504           66
91064717           49
78685942           35
53538129           96
45239315           101
50676239           49
63281364           96
61736289           89
10231312           70
44040506           68
35994580           40
14565486           46
49819028           70
82380909           64
24605611           60
67805625           29
66038107           33
10105026           54
95591258           40
57873934           41
78380381           56
89636017           53
92470178           26
82596124           83
37854205           67
90699727           75
60320325           94
54099955           76
19188271           67
57638607           63
40934882           48
29077113           45
65983957           27
48196064           47
15183106           89
31106246           31
75469306           41
59442044           46
79791828           49
69645806           51
16002819           88
10647804           60
79042710           79
96897361           44
36026217           69
21123196           79
39366357           91
32506875           37
72511736           26
12420523           53
34657419           74
27852172           89
71508497           90
10117857           81
78655263           49
26229661           59
45959076           84
30510498           36
57375277           66
82040396           68
69969849           50
20492766           70
70151652           79
25234928           68
91258990           63
44620305           82
78709997           53
10539235           66
25237261           25
44034362           47
73951896           95
10612587           48
21001799           48
85750589           42
89216387           96
97988849           68
78818086           36
65451327           92
28329729           44
13832005           33
48592840           47
68391797           49
52048119           26
68592530           63
53991935           63
61952778           96
54975917           61
41205575           51
42677636           27
78853957           26
30183035           51
44279291           45
42976658           48
35614295           90
80822417           52
63584345           32
54758141           76
55637460           92
31838046           27
33372902           48
51812644           45
14906814           83
60517180           33
54582569           28
32106393           49
60631720           40
42449549           91
78910960           53
36018658           94
27055360           28
61512730           74
69087737           36
16400826           29
36268028           70
14138246           32
89442613           53
59716080           46
59125402           69
55453474           60
59211420           70
42583334           55
39070492           75
12861316           50
62677632           49
35987801           87
85778486           87
24157745           66
94356996           82
15397597           30
29885358           64
54127256           96
11370541           55
42256259           29
62826695           55
25077409           75
63489254           71
65211943           97
17658500           24
99081622           31
47431890           40
96030260           34
56513024           84
46473696           93
13708044           69
89723631           25
99907049           97
96596714           37
66730501           42
68857785           30
53626964           85
56643661           81
99057270           44
53143761           25
36955780           79
27576063           100
93046440           69
95591288           27
22979197           60
26626152           59
43708999           90
90859622           58
62417243           24
24741302           47
24966759           55
48410629           53
64269478           78
17435978           59
81238763           88
12532328           25
78605159           50
55240078           100
51228504           64
89699572           95
96993159           74
76731531           92
88430667           84
43932357           27
76178120           89
11685870           25
15977673           45
79604355           77
61473160           63
80197495           92
19687651           94
76817859           93
52680856           56
38384211           99
99628160           90
67354383           68
91822289           54
48184499           41
38996083           63
65710054           26
79620538           66
79060720           88
42003004           45
28643479           60
60969507           41
23769862           44
60422678           29
65078637           30
56524318           83
88307370           27
71393433           90
97515601           71
90150657           81
68550464           63
76897514           79
43311418           50
66488933           37
66511522           73
31125235           87
74176563           55
10237120           66
20556760           57
64148416           38
99209279           101
43604640           29
86082456           84
27447584           66
89306567           80
54996637           62
31628675           47
69827867           34
10087872           33
99055106           85
39153925           92
78875900           58
31526519           69
50340378           70
81839172           57
83447983           70
85176614           34
88686519           62
29615632           42
11146293           69
38677089           61
49130422           40
39080616           99
75031973           45
37733822           97
83033691           43
15112936           61
92117916           97
97915675           55
95202906           45
11148904           85
30251802           68
86839813           66
64680526           49
67612059           96
47171801           35
68368439           26
64457459           61
53584900           91
53845701           27
78817966           39
74676852           93
12881996           88
21453057           32
47957365           59
75619338           27
51397115           76
43617662           78
60072356           31
23901716           80
31339238           62
28317689           26
75766566           76
48015639           85
70967996           66
22495972           44
62024400           35
88818099           71
60351859           83
84615472           44
42283803           94
74465448           78
67708749           95
26550786           48
88862277           54
52900807           37
50410347           65
94821276           34
14020683           59
14588697           30
57763912           86
94140583           77
60917454           65
39979379           30
45441114           64
13323437           97
89760173           89
65003398           59
61105637           64
67977376           30
24846012           86
72620868           87
61501397           98
49765174           79
42373115           78
31945116           28
27405694           26
58201206           68
17054572           37
13022848           68
30199198           91
10460162           90
67743624           33
44744333           82
46773722           42
56083274           37
23442794           62
45339076           57
69752986           89
11666557           70
74572194           91
20891274           48
37893581           45
82919310           81
49981655           65
74917734           23
79928450           30
50251884           84
86193152           75
11619456           79
93676788           35
73744539           29
17082659           34
49713128           93
97520958           66
67501856           73
54820137           100
94021039           25
20298248           50
36401608           47
32570468           39
43031849           68
59168000           29
25644798           98
25316717           25
26337827           81
99315472           97
79174922           72
35441446           72
47554776           70
52401263           57
78918034           65
19532911           49
10755920           88
17982695           34
83832341           50
20841011           98
45841812           37
43564279           30
29149206           34
74003355           75
43491372           92
33529908           88
83492484           23
22810288           87
34310039           86
14629400           98
30963642           60
78322896           31
99196632           71
29059202           92
62120023           90
61961285           53
53121580           74
58350725           24
71885499           69
68158671           95
78349846           75
77114474           47
42433086           26
62633475           63
75789252           92
88560751           68
25437593           99
48279507           58
91150990           41
11654324           91
86972615           73
72395965           40
63185113           80
19288014           74
99776194           22
72131143           41
62496698           92
92158006           83
71620819           39
27977264           60
79928597           35
39453941           61
65747217           98
48240218           95
15798452           35
69133065           57
39307869           41
97066453           31
68801882           44
51614387           80
23853069           58
48295517           62
31142361           27
22747274           38
50671644           24
75729344           48
63698891           25
69547734           63
17091245           72
77510919           48
79426109           32
81253921           49
74693864           36
25691813           60
10942536           89
12390865           62
