Student ID	Cumulative GPA	Total Course Credits	           Course-1 Credits	Course-1 Score	           Course-2 Credits	Course-2 Score	           Course-3 Credits	Course-3 Score	           Course-4 Credits	Course-4 Score
52399393	3.76	78	3	2.0	3	1.0	2	3.0	3	3.0
30990383	2.50	88	4	3.0	4	3.0	3	1.0	3	1.0
67990074	2.91	21	2	4.0	4	2.0	4	4.0	2	2.0
86521377	2.03	67	2	4.0	2	3.0	2	4.0	4	4.0
42957437	2.19	76	4	4.0	4	3.0	2	4.0	4	2.0
91421472	2.22	76	3	1.0	4	3.0	2	3.0	4	3.0
41413739	2.69	75	3	3.0	4	3.0	4	4.0	4	1.0
54036192	3.44	87	3	1.0	4	3.0	2	2.0	2	4.0
36496099	2.04	27	4	3.0	2	4.0	3	3.0	4	3.0
78953414	3.43	63	4	3.0	4	3.0	4	3.0	3	1.0
71286665	3.98	79	3	4.0	4	4.0	2	2.0	3	4.0
91636478	3.41	82	3	1.0	4	4.0	3	3.0	2	2.0
57019540	2.78	61	3	3.0	3	3.0	3	3.0	3	3.0
35200483	2.72	58	2	4.0	4	4.0	4	4.0	2	4.0
62116164	1.93	84	3	1.0	3	1.0	2	3.0	2	3.0
69060523	2.87	40	4	3.0	3	2.0	3	1.0	3	4.0
24217862	3.86	16	2	4.0	2	1.0	4	4.0	3	3.0
37074613	2.89	80	3	1.0	2	1.0	3	3.0	4	1.0
77579290	3.67	23	3	3.0	4	4.0	2	2.0	2	4.0
95476641	3.06	29	2	3.0	4	4.0	2	1.0	2	1.0
66084399	3.82	66	3	4.0	4	3.0	3	2.0	4	1.0
67434136	2.50	64	2	1.0	4	2.0	3	2.0	4	3.0
74292955	3.51	28	4	2.0	3	1.0	3	1.0	4	1.0
88277639	1.85	58	3	4.0	4	3.0	4	2.0	3	1.0
81459752	4.00	17	2	3.0	2	1.0	4	1.0	4	3.0
30247950	2.81	31	4	1.0	3	4.0	2	2.0	3	3.0
74434789	3.59	30	4	2.0	4	4.0	2	2.0	4	2.0
60601831	3.97	21	4	1.0	3	3.0	2	3.0	2	4.0
42708264	3.30	43	4	3.0	4	2.0	3	3.0	4	2.0
98576671	2.79	30	4	3.0	2	2.0	3	3.0	2	4.0
72015424	3.06	59	3	1.0	4	3.0	2	3.0	4	3.0
94068964	2.93	42	4	4.0	2	1.0	3	2.0	4	4.0
75981515	2.41	40	2	4.0	3	4.0	4	1.0	3	2.0
31512040	2.32	45	2	4.0	3	4.0	2	1.0	4	1.0
11816588	2.86	27	3	1.0	2	2.0	2	4.0	3	3.0
32021114	3.35	79	3	4.0	3	4.0	4	3.0	4	4.0
24896798	3.95	65	4	3.0	3	4.0	3	2.0	4	4.0
85387204	3.28	40	2	3.0	3	2.0	2	3.0	3	1.0
83064359	1.93	61	3	2.0	4	1.0	4	3.0	4	3.0
11442574	2.68	54	4	2.0	3	1.0	2	2.0	4	1.0
41000362	3.19	26	2	1.0	2	3.0	2	1.0	2	4.0
88159727	2.70	35	2	2.0	4	4.0	3	2.0	2	3.0
75448775	2.69	90	3	2.0	2	2.0	3	3.0	3	2.0
99520867	2.38	46	2	3.0	4	2.0	4	4.0	4	3.0
46786511	1.89	67	2	4.0	2	4.0	3	3.0	3	2.0
48170619	3.34	35	2	2.0	4	3.0	4	1.0	3	1.0
34920314	2.48	41	3	3.0	3	1.0	4	4.0	4	3.0
55311490	2.95	35	2	3.0	4	2.0	2	4.0	3	1.0
66315728	3.11	26	3	2.0	4	1.0	2	3.0	2	1.0
84651913	2.55	31	4	1.0	2	1.0	3	3.0	3	3.0
60006225	2.76	15	2	2.0	3	1.0	2	4.0	4	4.0
90748411	3.27	74	3	4.0	3	1.0	4	1.0	4	2.0
37027548	2.35	39	4	3.0	3	3.0	3	4.0	4	3.0
36035906	3.76	58	3	3.0	3	4.0	4	4.0	3	1.0
25770979	3.35	89	2	4.0	4	4.0	2	2.0	4	4.0
76983828	3.47	16	2	3.0	2	1.0	3	2.0	3	2.0
34168807	3.03	24	3	2.0	2	4.0	3	1.0	4	2.0
11937386	3.28	46	4	1.0	2	3.0	3	1.0	3	3.0
45484528	2.60	73	2	4.0	3	3.0	3	4.0	3	1.0
91395293	2.67	37	4	3.0	4	1.0	2	2.0	2	1.0
74914126	2.71	78	2	1.0	4	1.0	3	4.0	2	3.0
13277624	3.86	54	2	2.0	4	3.0	3	2.0	4	1.0
42886446	2.56	86	4	3.0	4	3.0	4	3.0	2	4.0
87412109	3.91	71	4	2.0	2	2.0	3	4.0	2	2.0
31514169	2.30	65	3	3.0	3	3.0	4	1.0	2	1.0
33601300	3.45	71	4	2.0	3	2.0	4	1.0	2	3.0
10914920	3.02	38	4	1.0	3	4.0	4	1.0	2	4.0
51982056	2.03	88	2	2.0	4	4.0	3	2.0	4	4.0
89192853	3.05	80	4	4.0	2	4.0	3	1.0	3	2.0
51945638	1.88	35	3	1.0	3	2.0	4	2.0	4	1.0
50581742	3.50	90	4	1.0	2	3.0	4	1.0	4	2.0
19338748	3.70	79	2	2.0	4	4.0	3	1.0	4	3.0
98835921	3.13	70	3	2.0	4	4.0	4	3.0	2	3.0
90906720	3.08	48	2	2.0	4	3.0	4	1.0	2	2.0
44281939	3.67	38	3	4.0	2	4.0	3	4.0	4	2.0
79141011	3.07	86	2	4.0	3	1.0	3	2.0	3	1.0
86180320	3.20	31	4	1.0	3	1.0	4	4.0	3	3.0
91572226	2.91	18	3	4.0	2	4.0	2	2.0	3	2.0
92656503	2.12	28	2	1.0	3	1.0	4	3.0	3	1.0
88842728	2.72	67	3	1.0	4	2.0	3	2.0	3	4.0
12719695	3.12	20	3	1.0	4	3.0	4	1.0	4	3.0
26706911	3.76	86	4	4.0	2	4.0	2	1.0	4	4.0
57639812	3.19	82	4	4.0	3	3.0	2	2.0	2	2.0
71372407	2.51	84	4	1.0	2	1.0	3	2.0	2	1.0
55991255	1.82	60	4	2.0	2	3.0	2	4.0	3	3.0
52535010	3.94	76	2	4.0	2	3.0	4	3.0	3	4.0
78248856	3.63	30	2	4.0	2	2.0	2	1.0	2	4.0
49021832	3.88	84	2	1.0	3	3.0	2	3.0	2	4.0
69342822	2.49	16	2	3.0	4	2.0	2	2.0	3	3.0
60963137	2.00	22	2	3.0	3	4.0	4	3.0	2	1.0
57145858	2.59	17	3	4.0	4	4.0	3	4.0	2	1.0
60036512	1.98	27	3	2.0	2	3.0	3	1.0	2	1.0
15113471	3.65	58	4	4.0	4	3.0	4	4.0	4	4.0
22565858	3.71	78	2	2.0	3	3.0	4	3.0	4	1.0
13013551	2.04	30	4	2.0	2	2.0	3	3.0	4	4.0
21258683	3.88	50	3	3.0	4	1.0	4	3.0	4	2.0
13255034	2.54	16	3	2.0	3	3.0	4	4.0	4	3.0
92084877	3.63	34	2	3.0	3	2.0	2	2.0	4	2.0
98807442	2.14	66	2	4.0	4	3.0	2	3.0	2	1.0
82056463	3.14	19	4	2.0	2	1.0	4	2.0	4	1.0
52021585	3.98	59	2	3.0	3	3.0	2	1.0	2	2.0
84400327	3.16	36	3	3.0	3	1.0	3	2.0	4	2.0
93972522	3.16	80	3	4.0	3	2.0	4	3.0	3	2.0
61246885	3.85	38	3	3.0	4	4.0	4	2.0	2	1.0
42578474	3.11	81	3	2.0	2	4.0	3	3.0	4	1.0
32050353	3.06	25	3	3.0	4	2.0	2	4.0	3	2.0
93481330	2.81	76	3	4.0	3	1.0	2	1.0	2	1.0
89203864	3.12	76	2	4.0	2	4.0	3	1.0	3	4.0
84010889	2.93	28	2	2.0	3	3.0	3	4.0	4	1.0
79674836	3.79	23	4	2.0	3	4.0	4	1.0	4	2.0
75134379	3.45	82	4	2.0	3	4.0	4	1.0	4	4.0
48874017	2.55	75	3	1.0	4	4.0	4	4.0	2	1.0
45529586	3.10	71	3	4.0	2	2.0	4	2.0	4	4.0
95869311	2.12	23	2	2.0	2	2.0	3	4.0	2	3.0
98891231	3.55	84	4	4.0	3	4.0	3	3.0	3	1.0
84866645	2.62	68	3	4.0	4	1.0	2	4.0	2	1.0
73326720	2.10	87	4	4.0	3	1.0	3	4.0	2	1.0
38641809	2.16	45	2	4.0	2	3.0	4	4.0	2	4.0
93174460	2.62	65	3	3.0	3	3.0	3	3.0	3	3.0
53601756	3.82	85	3	2.0	3	4.0	3	1.0	3	2.0
10099448	2.16	50	2	3.0	4	3.0	2	1.0	4	1.0
87244348	2.41	68	3	4.0	4	4.0	4	1.0	3	1.0
33078453	3.29	25	4	2.0	4	1.0	4	4.0	3	3.0
33695955	2.49	47	4	1.0	3	1.0	3	4.0	4	2.0
61335662	2.79	89	4	4.0	3	3.0	4	4.0	3	1.0
72622610	2.91	35	4	3.0	2	2.0	2	2.0	3	4.0
76875927	3.16	26	3	1.0	2	3.0	4	2.0	2	1.0
20978367	3.99	61	3	1.0	3	1.0	4	2.0	4	2.0
68155633	3.97	89	3	1.0	2	4.0	2	3.0	2	4.0
94188157	1.88	30	3	3.0	3	2.0	2	4.0	4	1.0
86852072	2.16	89	3	1.0	2	1.0	3	1.0	3	1.0
29712653	3.19	35	2	1.0	2	3.0	3	4.0	3	2.0
56428792	3.81	61	3	2.0	2	2.0	3	4.0	2	1.0
48839614	1.80	64	4	1.0	4	1.0	3	2.0	2	4.0
20235222	2.64	18	3	1.0	3	1.0	2	1.0	2	4.0
34247206	2.06	77	2	2.0	3	4.0	3	3.0	3	2.0
55752527	2.71	85	4	4.0	2	2.0	2	4.0	2	2.0
91992914	1.83	36	3	3.0	4	2.0	2	2.0	2	3.0
65987319	2.94	39	4	1.0	3	2.0	3	4.0	3	3.0
25835148	3.87	64	4	4.0	2	2.0	2	4.0	4	2.0
86824521	3.60	65	3	4.0	2	4.0	4	1.0	4	2.0
82122469	3.37	49	3	4.0	3	2.0	2	2.0	2	3.0
76573998	3.69	53	2	4.0	2	3.0	2	4.0	3	1.0
95652465	2.07	61	3	4.0	3	4.0	4	3.0	3	4.0
59769683	3.13	90	2	4.0	2	1.0	2	4.0	4	1.0
96047892	3.78	84	3	4.0	4	4.0	4	1.0	3	3.0
89409941	2.58	42	3	4.0	4	2.0	4	3.0	4	3.0
78930352	3.64	53	2	3.0	4	3.0	3	2.0	2	3.0
71925605	3.41	38	3	1.0	4	2.0	4	3.0	4	3.0
41768605	2.69	65	4	4.0	4	2.0	4	4.0	3	1.0
91450665	2.00	19	2	1.0	2	3.0	4	4.0	4	3.0
56887303	2.36	28	3	1.0	4	2.0	2	4.0	2	3.0
20189683	3.20	58	3	2.0	2	1.0	2	4.0	3	4.0
57768819	2.40	39	4	3.0	4	3.0	4	4.0	4	2.0
71029367	2.76	41	2	2.0	4	3.0	2	1.0	2	1.0
70576755	2.76	60	2	4.0	4	4.0	3	2.0	4	1.0
50305718	2.83	56	2	4.0	3	2.0	4	4.0	4	3.0
95024373	3.61	56	2	1.0	3	2.0	2	1.0	4	3.0
52993767	3.82	47	3	4.0	3	3.0	3	4.0	4	2.0
47460301	2.97	87	3	2.0	2	3.0	4	3.0	3	3.0
77546885	2.59	53	2	1.0	2	3.0	3	4.0	3	3.0
12532138	2.87	54	2	1.0	4	3.0	3	1.0	3	3.0
11843042	3.97	50	2	4.0	2	4.0	3	2.0	4	2.0
99892778	3.51	39	3	3.0	4	3.0	4	2.0	3	1.0
44157390	3.88	47	4	1.0	3	2.0	4	1.0	2	1.0
55169375	2.26	85	2	4.0	4	2.0	3	1.0	3	4.0
26618273	3.26	63	4	2.0	3	2.0	4	4.0	3	4.0
81997426	2.66	22	3	4.0	3	1.0	2	2.0	3	4.0
18687234	2.59	59	4	2.0	3	2.0	3	4.0	2	4.0
44764377	3.31	34	2	4.0	3	2.0	4	4.0	4	4.0
87986035	3.73	51	3	1.0	4	3.0	4	3.0	4	2.0
38122442	2.04	27	3	3.0	3	1.0	4	2.0	4	2.0
56006986	2.29	36	4	4.0	4	4.0	3	3.0	3	2.0
93500396	3.45	44	2	1.0	4	3.0	4	1.0	3	4.0
18980374	3.63	82	3	2.0	2	3.0	4	1.0	2	2.0
71499173	2.29	88	2	2.0	4	1.0	4	2.0	2	1.0
25758004	2.37	19	2	1.0	3	2.0	3	3.0	4	4.0
17077456	3.80	90	2	1.0	4	1.0	2	3.0	2	2.0
95282793	2.91	87	3	2.0	3	4.0	4	4.0	4	1.0
82649309	3.99	23	2	2.0	4	2.0	2	1.0	2	2.0
45231037	3.36	43	2	2.0	4	3.0	2	4.0	3	4.0
19404672	3.75	22	2	4.0	4	1.0	2	4.0	4	4.0
58577922	2.00	59	2	4.0	3	4.0	3	1.0	2	3.0
97723554	2.41	78	3	3.0	3	4.0	2	4.0	3	1.0
43856453	2.71	42	2	4.0	3	1.0	2	1.0	3	2.0
29787187	3.09	32	3	4.0	4	3.0	2	1.0	4	2.0
91588599	3.76	22	2	4.0	4	1.0	3	1.0	2	2.0
21928288	3.01	75	2	1.0	2	2.0	3	1.0	2	4.0
31452085	1.99	22	2	1.0	3	1.0	4	1.0	4	2.0
29445338	3.28	34	3	2.0	4	2.0	4	1.0	4	1.0
25455002	2.81	48	4	2.0	2	1.0	3	4.0	4	2.0
77755100	3.75	88	4	3.0	2	1.0	2	3.0	2	4.0
30616020	2.75	60	2	3.0	2	2.0	3	3.0	3	3.0
16170474	3.81	90	2	3.0	4	1.0	3	1.0	2	3.0
64735702	3.19	46	4	3.0	2	2.0	3	1.0	2	1.0
40517105	2.26	37	3	2.0	3	1.0	3	4.0	3	3.0
42620714	2.51	17	4	4.0	2	4.0	2	1.0	3	3.0
23839324	2.84	37	3	2.0	2	1.0	4	3.0	3	1.0
85519532	2.57	45	4	2.0	3	4.0	2	3.0	3	1.0
46473408	3.85	48	3	2.0	4	3.0	3	4.0	2	2.0
10940692	3.03	19	4	2.0	2	2.0	3	2.0	4	4.0
29116472	3.05	75	4	3.0	4	2.0	2	3.0	4	3.0
16060696	2.13	80	2	1.0	2	4.0	4	3.0	2	1.0
55126510	3.97	28	2	3.0	3	4.0	2	1.0	4	1.0
81630674	3.39	90	3	2.0	4	3.0	2	3.0	2	4.0
59330297	3.90	17	2	4.0	3	2.0	2	4.0	2	3.0
29852562	2.87	55	2	1.0	2	2.0	4	1.0	3	2.0
62526275	2.27	17	4	2.0	4	3.0	4	4.0	4	4.0
55257074	2.90	59	3	1.0	4	4.0	2	4.0	4	4.0
70506396	3.65	15	4	3.0	4	1.0	2	4.0	2	4.0
11365936	3.95	42	3	4.0	4	3.0	4	4.0	2	4.0
13010991	2.89	47	3	1.0	3	4.0	3	3.0	3	4.0
81629624	2.22	65	3	3.0	4	2.0	3	1.0	2	2.0
18642166	3.00	89	3	3.0	4	3.0	4	2.0	4	1.0
59958443	2.33	52	2	4.0	2	3.0	2	3.0	2	4.0
30670195	1.99	76	4	1.0	4	4.0	3	4.0	3	1.0
12329735	2.10	49	4	4.0	4	4.0	3	4.0	3	3.0
59724156	3.00	83	4	3.0	2	2.0	2	4.0	2	3.0
37065063	2.05	58	4	2.0	4	4.0	4	4.0	4	2.0
69167588	2.10	67	2	2.0	3	3.0	2	2.0	2	4.0
79904852	3.98	55	2	2.0	3	2.0	2	1.0	4	3.0
90929892	2.55	29	2	4.0	2	1.0	3	3.0	3	2.0
49919314	2.00	80	2	2.0	3	2.0	3	4.0	2	1.0
78412281	3.64	33	3	3.0	3	4.0	4	3.0	2	4.0
11897367	2.40	52	3	4.0	3	1.0	4	2.0	4	3.0
37290523	2.16	33	4	3.0	4	2.0	3	4.0	2	3.0
67566729	1.83	30	4	1.0	3	3.0	3	3.0	3	2.0
76364766	1.81	15	2	3.0	2	4.0	4	3.0	3	4.0
19850165	1.98	57	4	2.0	2	1.0	4	4.0	4	3.0
20196034	2.75	64	3	1.0	2	4.0	4	3.0	2	4.0
33108982	2.01	77	4	4.0	4	2.0	3	4.0	3	4.0
51456729	1.96	28	2	3.0	3	4.0	4	3.0	4	2.0
33697444	3.92	42	2	1.0	2	2.0	2	2.0	3	1.0
10931374	2.24	72	3	4.0	4	3.0	3	3.0	2	4.0
81501680	3.03	36	3	1.0	2	3.0	2	4.0	4	1.0
10786819	2.57	41	2	2.0	3	2.0	2	1.0	3	2.0
55477025	2.05	83	4	3.0	2	1.0	3	4.0	2	4.0
32236329	3.29	47	2	1.0	2	2.0	4	4.0	4	4.0
22641217	3.71	65	3	4.0	2	1.0	2	1.0	2	3.0
95998073	2.70	44	3	3.0	3	4.0	3	2.0	2	4.0
43355020	2.57	24	4	3.0	4	4.0	4	3.0	4	4.0
66159226	3.53	78	3	3.0	3	2.0	3	2.0	3	4.0
38767501	2.27	31	4	3.0	2	3.0	3	1.0	2	1.0
79417579	3.12	30	4	1.0	4	2.0	2	3.0	3	1.0
93735515	3.06	30	2	4.0	2	1.0	4	4.0	4	1.0
43495880	2.88	76	2	4.0	2	1.0	3	2.0	2	3.0
91950318	2.64	17	2	3.0	4	4.0	4	3.0	3	4.0
99068775	3.20	23	3	1.0	4	2.0	2	3.0	3	3.0
82838467	2.31	69	2	1.0	3	3.0	2	3.0	3	2.0
14230055	2.81	16	2	4.0	4	1.0	2	3.0	4	4.0
36029627	2.08	39	3	3.0	2	4.0	4	1.0	4	4.0
84349896	2.64	44	3	1.0	4	3.0	3	4.0	2	3.0
44932399	1.89	23	2	2.0	3	1.0	4	1.0	2	2.0
28231943	3.62	57	2	3.0	4	1.0	4	4.0	4	4.0
83123927	3.78	21	4	4.0	3	1.0	4	1.0	3	4.0
51717342	2.95	39	2	4.0	3	4.0	2	4.0	2	3.0
32642541	2.14	68	3	4.0	3	4.0	2	2.0	2	2.0
13999706	3.44	35	2	2.0	3	3.0	3	4.0	2	3.0
69804675	2.94	65	4	1.0	2	2.0	3	3.0	2	1.0
10596843	3.03	32	2	4.0	2	4.0	2	1.0	2	1.0
87847567	3.69	71	4	1.0	4	1.0	3	1.0	4	2.0
24273574	3.28	59	4	1.0	3	3.0	3	3.0	3	3.0
39428594	2.86	57	2	2.0	4	1.0	4	2.0	2	3.0
35843373	2.85	42	3	4.0	2	4.0	4	1.0	4	1.0
74065649	2.70	73	3	1.0	4	1.0	4	4.0	2	4.0
78431299	2.60	54	3	1.0	3	4.0	4	1.0	3	2.0
24152753	3.32	62	4	3.0	4	1.0	2	1.0	4	1.0
28850953	3.68	75	4	4.0	2	4.0	2	3.0	4	2.0
66269468	2.86	35	4	1.0	3	4.0	4	1.0	3	4.0
89501443	2.06	58	2	2.0	3	4.0	4	4.0	4	2.0
47215815	2.34	16	4	3.0	3	3.0	4	2.0	2	4.0
71366061	3.69	43	2	4.0	2	2.0	3	2.0	2	4.0
42853441	2.40	83	3	2.0	3	4.0	3	3.0	3	2.0
89263891	2.17	23	2	1.0	2	2.0	4	4.0	2	4.0
38611710	3.65	74	3	2.0	3	2.0	2	4.0	4	3.0
94757984	3.28	57	4	3.0	2	1.0	2	1.0	3	3.0
34078092	3.15	61	2	1.0	2	3.0	3	4.0	4	1.0
34417336	2.31	62	4	2.0	4	2.0	3	1.0	3	4.0
58672025	2.05	46	3	4.0	2	2.0	3	4.0	3	3.0
38743912	3.43	85	2	3.0	2	4.0	3	3.0	2	2.0
16492587	2.98	38	4	2.0	4	4.0	2	1.0	3	4.0
12441740	3.00	74	3	2.0	3	4.0	2	1.0	3	1.0
46848325	2.62	44	2	4.0	4	1.0	2	4.0	3	1.0
10174134	3.07	28	3	3.0	4	4.0	3	2.0	3	4.0
96935101	2.65	64	2	4.0	4	2.0	3	3.0	3	4.0
90839268	3.02	16	2	4.0	3	3.0	2	4.0	3	1.0
15824755	3.43	58	3	1.0	4	3.0	4	3.0	3	3.0
14467813	3.77	18	3	3.0	4	4.0	2	1.0	2	2.0
31809789	4.00	65	3	4.0	4	1.0	2	4.0	2	3.0
58004435	3.74	57	2	2.0	2	2.0	4	4.0	4	1.0
38334195	3.73	40	2	1.0	3	3.0	4	2.0	4	4.0
58491948	2.76	56	3	3.0	2	1.0	2	4.0	2	4.0
50433691	3.59	18	4	2.0	4	4.0	2	2.0	3	2.0
92777678	3.49	60	3	3.0	2	2.0	4	3.0	4	4.0
64515938	2.92	62	4	2.0	2	3.0	4	2.0	3	1.0
16337174	3.64	63	4	2.0	2	3.0	4	2.0	3	3.0
61662948	2.09	30	4	2.0	3	3.0	3	2.0	3	2.0
24747909	3.72	44	3	3.0	4	3.0	4	3.0	3	4.0
81579383	1.89	59	3	2.0	4	1.0	3	1.0	3	1.0
75857485	3.27	41	2	1.0	2	2.0	4	1.0	4	2.0
33517752	2.99	40	2	3.0	2	4.0	4	1.0	2	1.0
94308758	3.41	59	4	2.0	2	1.0	4	4.0	2	2.0
68930080	3.06	69	2	2.0	2	2.0	3	4.0	4	3.0
60785340	2.89	67	3	3.0	3	4.0	4	1.0	3	1.0
35014962	3.64	44	4	1.0	4	4.0	3	2.0	4	3.0
55310292	3.22	41	3	1.0	2	1.0	3	2.0	3	1.0
65030746	1.96	61	2	3.0	3	2.0	2	1.0	4	3.0
83202268	1.92	40	4	2.0	4	2.0	3	4.0	4	2.0
44536842	3.32	49	3	4.0	3	1.0	3	3.0	2	4.0
47850778	2.97	79	4	3.0	4	2.0	3	3.0	4	4.0
85319193	2.91	30	2	2.0	3	3.0	4	4.0	2	2.0
29273995	2.94	51	4	4.0	4	1.0	2	1.0	3	3.0
57172386	2.92	31	3	1.0	3	3.0	4	2.0	2	1.0
17970378	3.79	77	4	4.0	2	2.0	2	2.0	2	2.0
94089818	2.58	56	2	4.0	4	1.0	2	2.0	4	4.0
15248385	2.45	23	4	1.0	4	2.0	2	1.0	2	4.0
26020892	3.46	75	3	2.0	3	3.0	4	1.0	2	4.0
58857882	3.38	37	3	1.0	2	2.0	3	1.0	4	3.0
96156106	1.93	82	4	2.0	4	3.0	3	4.0	4	3.0
44582852	2.35	43	4	1.0	3	3.0	2	3.0	3	4.0
82646097	3.73	86	4	2.0	2	3.0	4	4.0	4	1.0
73337616	3.90	52	3	4.0	3	4.0	2	3.0	2	3.0
29864108	3.52	61	4	3.0	3	3.0	2	2.0	3	3.0
57810625	2.00	26	3	3.0	3	2.0	2	1.0	3	1.0
89980324	3.15	68	2	4.0	4	4.0	2	1.0	2	1.0
58250698	3.75	54	4	1.0	3	2.0	3	1.0	2	3.0
70766627	3.61	30	4	1.0	3	4.0	2	2.0	3	4.0
88679014	2.48	65	4	4.0	4	1.0	2	2.0	4	1.0
62732290	2.05	48	2	3.0	4	1.0	3	4.0	2	1.0
56787369	3.07	19	4	2.0	2	1.0	4	3.0	2	1.0
55375271	2.61	23	2	1.0	2	1.0	2	3.0	2	1.0
67391707	3.58	61	4	1.0	4	4.0	4	4.0	2	4.0
98774894	3.33	55	3	4.0	2	2.0	4	1.0	2	2.0
93418125	3.40	67	4	2.0	3	1.0	2	4.0	3	3.0
45002278	2.73	41	3	4.0	3	3.0	4	4.0	4	2.0
57348237	3.78	41	2	4.0	3	1.0	4	1.0	4	4.0
26703092	3.45	21	4	3.0	4	2.0	2	1.0	3	2.0
13232484	3.38	46	4	1.0	3	3.0	3	3.0	4	3.0
17742446	2.89	41	3	4.0	3	4.0	4	2.0	3	1.0
13440124	2.68	22	3	4.0	3	3.0	3	3.0	2	4.0
92288706	3.64	56	4	2.0	2	3.0	3	3.0	4	3.0
18896006	1.87	18	3	4.0	2	1.0	2	3.0	4	4.0
47687458	2.80	78	2	4.0	3	1.0	3	2.0	3	1.0
48523707	1.85	89	2	3.0	3	1.0	4	4.0	3	4.0
68241585	2.54	16	3	2.0	2	2.0	2	1.0	2	3.0
90858761	2.32	63	4	2.0	2	3.0	2	2.0	3	4.0
76351752	2.21	38	3	3.0	2	2.0	3	1.0	4	2.0
20457857	3.88	60	2	4.0	4	2.0	4	3.0	4	3.0
73383794	1.87	82	4	2.0	2	4.0	4	4.0	3	2.0
87262317	2.80	53	3	4.0	3	3.0	4	3.0	2	3.0
84215056	3.24	15	4	3.0	2	1.0	4	3.0	4	4.0
38798984	2.67	63	3	1.0	3	3.0	3	3.0	2	2.0
56698006	3.41	56	2	1.0	4	2.0	2	3.0	2	4.0
31726452	2.62	57	2	1.0	2	3.0	2	3.0	3	4.0
96285174	1.90	21	2	1.0	3	3.0	4	4.0	2	2.0
31018295	2.44	76	4	2.0	3	1.0	2	2.0	4	2.0
17559736	2.20	87	4	2.0	4	4.0	3	3.0	4	4.0
98573997	3.89	81	3	4.0	3	4.0	2	2.0	3	4.0
96981133	2.38	63	3	1.0	3	2.0	4	3.0	2	4.0
33168516	3.25	81	3	1.0	4	4.0	2	2.0	2	4.0
16386552	1.96	75	2	2.0	3	2.0	3	2.0	4	2.0
92783009	3.90	88	2	3.0	3	3.0	3	4.0	4	2.0
17051284	2.69	75	3	1.0	2	3.0	3	2.0	2	3.0
65949382	3.11	33	4	1.0	2	1.0	4	3.0	4	3.0
22639628	2.68	58	3	3.0	2	3.0	3	4.0	4	4.0
51753546	3.57	26	2	4.0	2	2.0	3	2.0	2	3.0
98546909	2.85	17	2	4.0	3	4.0	4	3.0	2	1.0
42055552	3.54	35	2	2.0	3	4.0	3	3.0	3	1.0
23857866	3.32	68	4	3.0	4	1.0	4	2.0	2	4.0
39484621	2.49	74	3	2.0	3	3.0	3	4.0	4	4.0
48019590	3.82	55	3	3.0	3	1.0	3	2.0	3	4.0
26352373	1.93	18	2	3.0	3	3.0	2	2.0	3	1.0
58315308	2.94	86	3	4.0	4	3.0	2	2.0	3	3.0
84983080	3.75	41	2	1.0	4	4.0	3	4.0	4	2.0
17912044	1.85	32	3	2.0	2	3.0	4	4.0	4	3.0
88598514	2.60	76	3	1.0	3	3.0	2	4.0	3	1.0
99673650	2.05	42	2	2.0	4	1.0	3	1.0	3	1.0
78225512	1.85	74	4	2.0	3	1.0	2	4.0	3	4.0
72027663	2.76	30	3	4.0	2	2.0	2	4.0	4	2.0
93243019	3.38	27	2	2.0	2	1.0	2	4.0	2	1.0
54159228	2.64	19	3	1.0	2	3.0	3	1.0	2	3.0
55110849	3.55	74	2	2.0	2	3.0	3	3.0	2	2.0
52483558	2.30	88	3	3.0	4	3.0	2	4.0	4	2.0
28958468	2.72	70	3	2.0	3	4.0	2	1.0	2	4.0
45392802	1.85	58	3	1.0	2	2.0	2	2.0	2	1.0
61978927	2.84	48	2	3.0	3	2.0	3	3.0	2	4.0
31021886	2.95	75	2	2.0	4	3.0	2	3.0	2	3.0
12235066	3.62	90	3	4.0	2	2.0	4	3.0	4	2.0
12587174	2.30	44	2	2.0	2	1.0	2	2.0	3	2.0
23717705	3.46	68	2	4.0	3	2.0	2	2.0	3	4.0
31041185	2.02	79	3	1.0	2	2.0	2	1.0	3	2.0
17141203	3.63	46	3	3.0	3	1.0	3	4.0	3	4.0
37676913	2.45	45	3	1.0	4	2.0	3	2.0	2	3.0
68886063	2.32	53	4	2.0	4	1.0	3	4.0	4	2.0
13913098	1.83	54	4	1.0	3	4.0	3	3.0	2	1.0
83690958	2.58	59	4	4.0	3	1.0	2	2.0	3	2.0
58453071	2.86	28	2	1.0	4	4.0	3	3.0	2	4.0
29879647	3.63	32	3	2.0	4	2.0	2	3.0	3	4.0
84401618	3.24	76	3	4.0	4	2.0	3	3.0	3	2.0
80683174	3.91	77	4	4.0	3	3.0	2	1.0	4	4.0
87738227	2.90	90	4	3.0	3	1.0	2	1.0	4	3.0
47661114	1.88	83	4	1.0	4	1.0	3	1.0	2	1.0
20024735	2.65	19	2	2.0	4	2.0	2	4.0	4	3.0
86508752	3.70	31	4	1.0	2	3.0	2	1.0	4	2.0
69643594	3.70	90	4	1.0	3	4.0	3	4.0	3	4.0
73893856	1.84	57	4	2.0	4	4.0	4	4.0	3	4.0
11321065	3.91	50	3	2.0	2	2.0	2	3.0	3	2.0
90595229	2.22	25	2	2.0	3	3.0	2	1.0	4	3.0
59640875	3.34	55	2	1.0	2	3.0	4	2.0	4	4.0
